,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Outlet_Sales
7992,FDV45,1.2,Low Fat,0.045117476,Snack Foods,187.9556,OUT049,1999,Medium,Tier 1,Supermarket Type1,2099.0
7993,FDB23,1.4,Regular,0.0,Starchy Foods,223.8062,OUT045,2002,Medium,Tier 2,Supermarket Type1,3101.0
7994,NCA29,1.0,Low Fat,0.02727641,Household,171.3106,OUT046,1997,Small,Tier 1,Supermarket Type1,1998.0
7995,FDO20,1.4,Regular,0.152747503,Fruits and Vegetables,252.0382,OUT018,2009,Medium,Tier 3,Supermarket Type2,4163.0
7996,NCH55,0.6,Low Fat,0.060706749,Household,127.502,OUT019,1985,Small,Tier 1,Grocery Store,1431.0
7997,FDO32,1.1,Low Fat,0.120788077,Fruits and Vegetables,45.706,OUT045,2002,Medium,Tier 2,Supermarket Type1,322.0
7998,FDS59,1.5,Regular,0.076851759,Breads,111.857,OUT019,1985,Small,Tier 1,Grocery Store,919.0
7999,FDR59,1.9,Regular,0.063810405,Breads,263.2594,OUT013,1987,High,Tier 3,Supermarket Type1,3975.0
8000,FDS55,1.2,Low Fat,0.081328781,Fruits and Vegetables,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,1778.0
8001,FDT21,1.8,Low Fat,0.020387989,Snack Foods,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,4087.0
8002,NCR38,1.8,Low Fat,0.113518466,Household,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,3987.0
8003,FDJ22,1.3,Low Fat,0.052917345,Snack Foods,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,2378.0
8004,FDB57,1.7,Regular,0.018911474,Fruits and Vegetables,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,3085.0
8005,FDR52,1.5,Regular,0.075981306,Frozen Foods,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,2258.0
8006,NCO41,1.0,Low Fat,0.018848862,Health and Hygiene,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,1107.0
8007,FDG47,1.0,Low Fat,0.116527666,Starchy Foods,141.04037979707547,OUT010,1998,Medium,Tier 3,Grocery Store,3818.0
8008,FDB44,1.5,Low Fat,0.0,Fruits and Vegetables,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,2525.0
8009,FDY14,0.8,Low Fat,0.070040195,Dairy,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,4136.0
8010,NCN55,0.6,Low Fat,0.059827007,Others,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,3426.0
8011,FDV48,1.8,Regular,0.051827123,Baking Goods,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,434.0
8012,FDA21,1.1,Low Fat,0.03595391,Snack Foods,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,2355.0
8013,FDZ27,1.1,Low Fat,0.017182935,Dairy,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,403.0
8014,FDW58,0.6,Low Fat,0.007546808,Snack Foods,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,925.0
8015,FDH45,1.3,Regular,0.105831117,Fruits and Vegetables,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,210.0
8016,FDH38,0.5,Low Fat,0.018275994,Canned,141.04037979707547,OUT019,1985,Small,Tier 1,Grocery Store,1127.0
8017,FDL43,1.4,Low Fat,0.027064381,Meat,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,509.0
8018,FDD38,1.6,Regular,0.0,Canned,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,986.0
8019,FDV02,0.8,Low Fat,0.06063976,Dairy,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1962.0
8020,NCF31,1.5,Low Fat,0.051847425,Household,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,1888.0
8021,NCN05,1.1,Low Fat,0.014518575,Health and Hygiene,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,2074.0
8022,FDZ16,1.8,Regular,0.159722816,Frozen Foods,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,2077.0
8023,NCT18,1.1,Low Fat,0.05911748,Household,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,2256.0
8024,NCP50,0.8,Low Fat,0.020555958,Others,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,543.0
8025,FDW13,1.7,Low Fat,0.171383506,Canned,141.04037979707547,OUT019,1985,Small,Tier 1,Grocery Store,460.0
8026,NCS53,1.8,Low Fat,0.090286009,Health and Hygiene,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,1923.0
8027,DRG03,1.0,Low Fat,0.061986574,Dairy,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,1886.0
8028,DRE60,1.0,Low Fat,0.160235723,Soft Drinks,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,3414.0
8029,FDK21,1.5,Low Fat,0.010032624,Snack Foods,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,4163.0
8030,FDF52,0.6,Low Fat,0.116928924,Frozen Foods,141.04037979707547,OUT019,1985,Small,Tier 1,Grocery Store,2184.0
8031,NCN43,0.7,Low Fat,0.011835436,Others,141.04037979707547,OUT019,1985,Small,Tier 1,Grocery Store,1479.0
8032,FDW13,1.4,Low Fat,0.097884718,Canned,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,432.0
8033,FDW14,1.7,Regular,0.038204311,Dairy,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,549.0
8034,FDG24,0.5,Low Fat,0.014631149,Baking Goods,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,573.0
8035,FDR19,1.9,Regular,0.160044589,Fruits and Vegetables,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,1363.0
8036,NCG06,0.6,Low Fat,0.02930277,Household,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,3581.0
8037,FDK10,1.6,Regular,0.040351229,Snack Foods,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,2223.0
8038,DRK12,1.9,Low Fat,0.042123243,Soft Drinks,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,324.0
8039,FDY55,1.4,Low Fat,0.081485126,Fruits and Vegetables,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,4022.0
8040,FDV04,0.5,Regular,0.149288779,Frozen Foods,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,1719.0
8041,FDE23,0.8,Regular,0.0,Starchy Foods,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,396.0
8042,FDI08,1.4,Regular,0.066567121,Fruits and Vegetables,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,4163.0
8043,DRA12,0.7,Low Fat,0.068535039,Soft Drinks,141.04037979707547,OUT010,1998,Medium,Tier 3,Grocery Store,1349.0
8044,FDF22,1.9,Low Fat,0.057062186,Snack Foods,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,2764.0
8045,FDQ57,1.7,Low Fat,0.027991093,Snack Foods,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1464.0
8046,FDP07,1.2,Low Fat,0.089901774,Fruits and Vegetables,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,2090.0
8047,DRE37,0.7,Low Fat,0.0,Soft Drinks,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,2382.0
8048,DRF25,1.2,Low Fat,0.038892859,Soft Drinks,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,373.0
8049,DRF03,1.3,Low Fat,0.045270426,Dairy,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,232.0
8050,FDN51,1.4,Regular,0.020942867,Meat,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,3990.0
8051,FDD21,0.5,Regular,0.030693756,Fruits and Vegetables,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,1125.0
8052,NCY42,0.9,Low Fat,0.015162573,Household,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,1419.0
8053,FDH28,1.5,Regular,0.0,Frozen Foods,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,214.0
8054,NCZ29,1.9,Low Fat,0.119461188,Health and Hygiene,141.04037979707547,OUT010,1998,Medium,Tier 3,Grocery Store,1418.0
8055,FDN60,0.5,Low Fat,0.095158081,Baking Goods,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,1780.0
8056,NCW06,0.7,Low Fat,0.050545502,Household,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,2085.0
8057,NCS30,1.7,Low Fat,0.093405156,Household,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,1424.0
8058,FDW26,0.9,Regular,0.179191782,Dairy,141.04037979707547,OUT010,1998,Medium,Tier 3,Grocery Store,3080.0
8059,FDQ01,0.5,Regular,0.160951491,Canned,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,4163.0
8060,FDH27,1.5,Low Fat,0.102157958,Dairy,141.04037979707547,OUT019,1985,Small,Tier 1,Grocery Store,1477.0
8061,NCX41,1.0,Low Fat,0.017791458,Health and Hygiene,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,2400.0
8062,FDH58,1.6,Low Fat,0.036997104,Snack Foods,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,969.0
8063,DRB25,1.1,Low Fat,0.116261335,Soft Drinks,141.04037979707547,OUT010,1998,Medium,Tier 3,Grocery Store,1193.0
8064,FDG45,1.2,Low Fat,0.12829573,Fruits and Vegetables,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,2569.0
8065,FDP11,1.3,Low Fat,0.069100548,Breads,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,2711.0
8066,FDV19,0.9,Regular,0.035257037,Fruits and Vegetables,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,1938.0
8067,FDT32,0.5,Regular,0.065633934,Fruits and Vegetables,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,2073.0
8068,NCU53,1.7,Low Fat,0.042743728,Health and Hygiene,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,1897.0
8069,NCA30,1.5,Low Fat,0.129309277,Household,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,2109.0
8070,FDH20,1.6,Regular,0.0,Fruits and Vegetables,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,1092.0
8071,DRD25,0.9,Low Fat,0.0,Soft Drinks,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,995.0
8072,FDK25,1.1,Regular,0.156802171,Breakfast,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,1931.0
8073,FDF02,1.7,Low Fat,0.103634038,Canned,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,951.0
8074,FDC04,0.5,Low Fat,0.045055587,Dairy,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,4163.0
8075,FDH21,0.8,Low Fat,0.031199028,Seafood,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,1967.0
8076,DRG03,1.0,Low Fat,0.062239081,Dairy,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,1741.0
8077,NCY06,1.7,Low Fat,0.06153089,Household,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,1504.0
8078,FDM08,0.8,Regular,0.053692878,Fruits and Vegetables,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,3438.0
8079,NCD31,1.8,Low Fat,0.01545846,Household,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1784.0
8080,FDU09,1.9,Regular,0.06627464,Snack Foods,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,470.0
8081,FDB49,1.9,Regular,0.030274175,Baking Goods,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,904.0
8082,FDQ58,1.9,Low Fat,0.015332872,Snack Foods,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,1818.0
8083,FDJ58,1.1,Regular,0.10589167,Snack Foods,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,1756.0
8084,NCN30,1.3,Low Fat,0.016910914,Household,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,1030.0
8085,FDA52,1.7,Regular,0.128621941,Frozen Foods,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1966.0
8086,NCN42,1.9,Low Fat,0.014153743,Household,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,1303.0
8087,FDF04,1.8,Low Fat,0.013637046,Frozen Foods,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,3569.0
8088,FDY15,0.8,Regular,0.171523928,Dairy,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,1931.0
8089,FDT03,1.4,Low Fat,0.009950343,Meat,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,2102.0
8090,DRL59,1.9,Low Fat,0.037160705,Hard Drinks,141.04037979707547,OUT019,1985,Small,Tier 1,Grocery Store,496.0
8091,FDW08,1.3,Low Fat,0.148986013,Fruits and Vegetables,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,990.0
8092,FDO50,1.2,Low Fat,0.078103689,Canned,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,1113.0
8093,FDP26,1.4,Low Fat,0.140121306,Dairy,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,945.0
8094,FDX01,1.0,Low Fat,0.040446145,Canned,141.04037979707547,OUT010,1998,Medium,Tier 3,Grocery Store,1127.0
8095,FDU22,1.5,Low Fat,0.093824276,Snack Foods,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,980.0
8096,FDQ08,1.5,Regular,0.018926773,Fruits and Vegetables,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,438.0
8097,NCN54,1.9,Low Fat,0.021322439,Household,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,416.0
8098,FDR01,0.8,Regular,0.05336162,Canned,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,2592.0
8099,FDB53,1.6,Low Fat,0.138777108,Frozen Foods,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,1332.0
8100,DRN47,0.8,Low Fat,0.016823566,Hard Drinks,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,1938.0
8101,FDR39,1.6,Low Fat,0.083799283,Meat,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,2099.0
8102,NCL30,1.4,Low Fat,0.048940428,Household,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,1380.0
8103,FDT02,1.0,Low Fat,0.02429329,Dairy,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,267.0
8104,FDT25,0.6,Low Fat,0.050829881,Canned,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1431.0
8105,FDH53,0.9,Regular,0.0,Frozen Foods,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,576.0
8106,DRB48,1.7,Regular,0.024994069,Soft Drinks,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,311.0
8107,FDX16,1.3,Low Fat,0.110152524,Frozen Foods,141.04037979707547,OUT010,1998,Medium,Tier 3,Grocery Store,1988.0
8108,FDH48,1.4,Low Fat,0.060603014,Baking Goods,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,553.0
8109,FDF20,0.5,Low Fat,0.033192524,Fruits and Vegetables,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,2351.0
8110,FDJ03,1.4,Regular,0.121174241,Dairy,141.04037979707547,OUT010,1998,Medium,Tier 3,Grocery Store,257.0
8111,DRJ35,1.8,Low Fat,0.046848053,Hard Drinks,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,534.0
8112,NCN17,1.2,Low Fat,0.05489331,Health and Hygiene,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,990.0
8113,FDN09,1.1,Low Fat,0.034868095,Snack Foods,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,3718.0
8114,NCR30,1.0,Low Fat,0.070933894,Household,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,430.0
8115,FDW23,1.9,Low Fat,0.0821398,Baking Goods,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,228.0
8116,DRN35,1.6,Low Fat,0.117580062,Hard Drinks,141.04037979707547,OUT010,1998,Medium,Tier 3,Grocery Store,284.0
8117,FDL08,1.6,Low Fat,0.049819857,Fruits and Vegetables,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,4163.0
8118,DRL35,1.1,Low Fat,0.030877303,Hard Drinks,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,215.0
8119,NCS42,0.7,Low Fat,0.069524391,Household,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1109.0
8120,NCY29,1.0,Low Fat,0.076860103,Health and Hygiene,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,531.0
8121,FDO32,1.6,Low Fat,0.121034655,Fruits and Vegetables,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,289.0
8122,NCU17,0.9,Low Fat,0.092865746,Health and Hygiene,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,1041.0
8123,FDY03,0.7,Regular,0.075753207,Meat,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,922.0
8124,NCI30,0.5,Low Fat,0.103188491,Household,141.04037979707547,OUT019,1985,Small,Tier 1,Grocery Store,3776.0
8125,FDI04,0.8,Regular,0.072559351,Frozen Foods,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,2353.0
8126,FDC35,1.2,Low Fat,0.122735471,Starchy Foods,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,2753.0
8127,FDN38,1.2,Regular,0.091971856,Canned,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,4163.0
8128,FDJ48,1.4,Low Fat,0.056434817,Baking Goods,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,3579.0
8129,FDH57,1.7,Low Fat,0.035740763,Fruits and Vegetables,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,1373.0
8130,FDI40,1.4,Regular,0.125602951,Frozen Foods,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,1143.0
8131,FDF50,1.3,Low Fat,0.116762173,Canned,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,2080.0
8132,FDA07,1.7,Regular,0.030918873,Fruits and Vegetables,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,1417.0
8133,FDZ60,0.8,Low Fat,0.119848041,Baking Goods,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,925.0
8134,FDW38,1.5,Regular,0.139464425,Dairy,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,435.0
8135,NCF55,0.9,Low Fat,0.021666335,Household,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,216.0
8136,FDR37,0.5,Regular,0.066249551,Breakfast,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,2249.0
8137,FDZ33,1.1,Low Fat,0.107564024,Snack Foods,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1530.0
8138,FDV01,1.9,Regular,0.085122855,Canned,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,1960.0
8139,FDI02,1.0,Regular,0.115031783,Canned,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,1098.0
8140,DRH25,1.0,Low Fat,0.014580886,Soft Drinks,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,434.0
8141,NCY29,1.3,Low Fat,0.077548732,Health and Hygiene,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,470.0
8142,FDR04,0.5,Low Fat,0.022457694,Frozen Foods,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,1000.0
8143,FDR44,1.0,Regular,0.103129612,Fruits and Vegetables,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,1576.0
8144,FDJ41,1.0,Low Fat,0.023012718,Frozen Foods,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,3574.0
8145,FDL43,0.6,Low Fat,0.026933321,Meat,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,426.0
8146,FDB21,1.6,Low Fat,0.149360698,Fruits and Vegetables,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,4163.0
8147,NCU42,1.8,Low Fat,0.019586115,Household,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,1896.0
8148,FDY21,0.8,Low Fat,0.0,Snack Foods,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,2114.0
8149,FDK58,0.9,Regular,0.0,Snack Foods,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,1058.0
8150,DRD13,0.5,Low Fat,0.049155769,Soft Drinks,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,526.0
8151,FDU35,0.9,Low Fat,0.0,Breads,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,920.0
8152,FDX23,1.5,Low Fat,0.049697923,Baking Goods,141.04037979707547,OUT010,1998,Medium,Tier 3,Grocery Store,1035.0
8153,FDQ39,1.4,Low Fat,0.081206491,Meat,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,2332.0
8154,FDR31,1.6,Regular,0.048924811,Fruits and Vegetables,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,1303.0
8155,FDS28,1.7,Regular,0.082386011,Frozen Foods,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,482.0
8156,DRN36,1.1,Low Fat,0.050279604,Soft Drinks,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,928.0
8157,FDX60,1.9,Low Fat,0.080203852,Baking Goods,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,437.0
8158,NCB54,1.7,Low Fat,0.050335829,Health and Hygiene,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,1540.0
8159,FDC15,1.0,Low Fat,0.178694026,Dairy,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,1830.0
8160,NCP17,1.5,Low Fat,0.027580163,Health and Hygiene,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,496.0
8161,FDY39,1.8,Regular,0.04710181,Meat,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,2321.0
8162,FDH33,1.8,Low Fat,0.121914662,Snack Foods,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,276.0
8163,FDG09,1.0,Regular,0.047704151,Fruits and Vegetables,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,2203.0
8164,FDO10,1.9,Regular,0.01268995,Snack Foods,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,420.0
8165,FDD39,1.9,Low Fat,0.06981517,Dairy,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,2391.0
8166,FDJ09,0.8,Low Fat,0.058513255,Snack Foods,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,313.0
8167,DRQ35,1.1,Low Fat,0.042357203,Hard Drinks,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1434.0
8168,FDV38,1.9,Low Fat,0.101932076,Dairy,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,536.0
8169,FDJ60,1.1,Regular,0.062476391,Baking Goods,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,1980.0
8170,FDJ15,0.6,Regular,0.023454399,Dairy,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,2162.0
8171,FDR08,0.6,Low Fat,0.037681448,Fruits and Vegetables,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1167.0
8172,FDZ55,0.8,Low Fat,0.025408702,Fruits and Vegetables,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,1716.0
8173,FDL10,1.7,Low Fat,0.039572298,Snack Foods,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,933.0
8174,FDJ34,1.6,Regular,0.093202196,Snack Foods,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,1348.0
8175,FDW60,1.0,Regular,0.016979326,Baking Goods,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,1970.0
8176,FDK08,1.3,Regular,0.122304725,Fruits and Vegetables,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,1010.0
8177,NCE42,0.6,Low Fat,0.010600287,Household,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,2941.0
8178,FDR39,1.6,Low Fat,0.084273286,Meat,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,2058.0
8179,NCN17,1.6,Low Fat,0.055162827,Health and Hygiene,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,1083.0
8180,NCR05,1.3,Low Fat,0.054741627,Health and Hygiene,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,2452.0
8181,FDV48,0.8,Regular,0.051366901,Baking Goods,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,511.0
8182,DRF27,1.8,Low Fat,0.028533032,Dairy,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,1796.0
8183,NCF07,1.5,Low Fat,0.032072321,Household,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1025.0
8184,FDF40,1.0,Regular,0.022507877,Dairy,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,4163.0
8185,FDO28,1.4,Low Fat,0.072410764,Frozen Foods,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1460.0
8186,FDB23,1.0,Regular,0.005611367,Starchy Foods,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,3221.0
8187,FDV48,1.5,Regular,0.051697108,Baking Goods,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,515.0
8188,FDM45,1.0,Regular,0.08819473,Snack Foods,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,1140.0
8189,FDC16,1.8,Regular,0.020611526,Dairy,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,799.0
8190,DRE25,0.7,Low Fat,0.072928316,Soft Drinks,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,1105.0
8191,FDY35,1.2,Regular,0.0160526,Breads,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,381.0
8192,FDR22,0.8,Regular,0.018600249,Snack Foods,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,921.0
